ligandName,Frames,mode,complex,receptor,ligand,Internal,Van der Waals,Electrostatic,Polar Solvation,Non-Polar Solvation,Gas,Solvation,TOTAL,status
1ceb_ligand,1,gb,174.2312868799999,200.19903359999984,-5.73711672,-1.5099033134902132e-14,-10.554099999999938,-55.45580000000007,49.05950000000002,-3.280230000000002,-66.00979999999993,45.77927000000002,-20.23052999999991,S
